,Kandidátní listina,Poř.číslo,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Absolutní hlasy,Hlasy v %,Pořadí,Mandát,Rok
1303,Občanská demokratická strana,31,Valeš Jan MUDr.,MUDr.,40,ODS,ODS,1959,"2,44",24,,2010
1304,Karlovar.občanská alternativa,9,Váňa Ivan Mgr.,Mgr.,51,KOA,KOA,2717,"2,77",4,,2010
1305,Křesť.demokr.unie-Čs.str.lid.,22,Vaněček Michal,,42,KDU-ČSL,BEZPP,189,"2,43",,,2010
1306,Komunistická str.Čech a Moravy,19,Varga Štefan,,67,KSČM,KSČM,1472,"2,63",15,,2010
1307,Věci veřejné,31,Vávra Miroslav Ing.,Ing.,47,VV,BEZPP,377,"2,79",,,2010
1308,Strana zelených,37,Večeřa Miroslav,,18,SZ,BEZPP,167,"1,88",,,2010
1309,"Sdružení ALTERNATIVA, NK",14,Veselý Luboš Mgr.,Mgr.,51,NK,BEZPP,1615,"2,60",10,,2010
1310,Hnutí O co jim jde?!,20,Veselý Zbyšek Ing.,Ing.,34,OCJJ,BEZPP,1048,"2,55",17,,2010
1311,Victoria.cz,32,Vigh ml. Jan,,36,Victoria,BEZPP,284,"2,07",,,2010
1312,Nestraníci,7,Vinš Michal MUDr.,MUDr.,59,Nestran.,BEZPP,755,"4,82",,,2010
1313,Věci veřejné,11,Viola Martin,,32,VV,BEZPP,430,"3,18",,,2010
1314,Suverenita-blok J.Bobošíkové,8,Vítová Lucie,,45,Suveren.,Suveren.,316,"2,90",,,2010
1315,"Sdružení ALTERNATIVA, NK",37,Vitvar Petr,,37,NK,BEZPP,1174,"1,89",32,,2010
1316,"Sdružení ALTERNATIVA, NK",22,Vlasatý Václav,,52,ALTER,NEZ/DEM,1544,"2,48",17,,2010
1317,TOP 09,7,Vlková Lenka Ing.,Ing.,52,TOP 09,TOP 09,1458,"2,75",4,,2010
1318,TOP 09,18,Volf Radek,,37,TOP 09,BEZPP,1407,"2,65",15,,2010
1319,Křesť.demokr.unie-Čs.str.lid.,1,Volfová Barbora,,48,KDU-ČSL,BEZPP,358,"4,62",,,2010
1320,TOP 09,36,Vondráček David,,35,TOP 09,BEZPP,1031,"1,94",32,,2010
1321,TOP 09,9,Vondráček Stanislav Ing.,Ing.,68,TOP 09,TOP 09,1338,"2,52",6,,2010
1322,Nestraníci,35,Vopršál František,,26,Nestran.,BEZPP,278,"1,77",,,2010
1323,Nestraníci,11,Vopršál Luboš,,51,Nestran.,BEZPP,372,"2,37",,,2010
1324,Nestraníci,18,Vorel Radomil,,58,Nestran.,BEZPP,345,"2,20",,,2010
1325,Věci veřejné,38,Vráblová Dana,,55,VV,BEZPP,306,"2,26",,,2010
1326,Občanská demokratická strana,19,Vrána Jiří,,53,ODS,ODS,2062,"2,57",12,,2010
1327,Victoria.cz,9,Vrána Tomáš,,42,Victoria,BEZPP,365,"2,67",,,2010
1328,Česká str.sociálně demokrat.,10,Vránová Simona,,48,ČSSD,ČSSD,2287,"2,67",4,,2010
1329,Hnutí O co jim jde?!,22,Vrbická Helena Ing.,Ing.,49,OCJJ,BEZPP,1032,"2,51",19,,2010
1330,Občanská demokratická strana,38,Vurm Vladimír MUDr.,MUDr.,40,ODS,ODS,1628,"2,03",31,,2010
1331,Křesť.demokr.unie-Čs.str.lid.,9,Vykoupilová Irena PhDr.,PhDr.,55,KDU-ČSL,BEZPP,242,"3,12",,,2010
1332,Česká str.sociálně demokrat.,20,Walter Aleš MVDr.,MVDr.,60,ČSSD,ČSSD,2327,"2,72",13,,2010
1333,Doktoři (za uzdravení společ.),32,Walterová Marta,,55,Doktoři,BEZPP,324,"1,90",,,2010
1334,Občanská demokratická strana,30,Weis Jiří,,33,ODS,ODS,1949,"2,43",23,,2010
1335,Občanská demokratická strana,4,Weis René,,37,ODS,ODS,2172,"2,71",2,,2010
1336,Česká str.sociálně demokrat.,4,Wernerová Markéta,,27,ČSSD,ČSSD,2319,"2,71",6,*,2010
1337,Suverenita-blok J.Bobošíkové,3,Wolf Pavel,,50,Suveren.,Suveren.,354,"3,25",,,2010
1338,Victoria.cz,33,Wolfová Jana,,69,Victoria,BEZPP,264,"1,93",,,2010
1339,Suverenita-blok J.Bobošíkové,29,Wolfová Tereza,,23,Suveren.,Suveren.,234,"2,14",,,2010
1340,Suverenita-blok J.Bobošíkové,18,Záhorský David,,23,Suveren.,BEZPP,249,"2,28",,,2010
1341,Křesť.demokr.unie-Čs.str.lid.,4,Záhořík Václav Ing.,Ing.,54,KDU-ČSL,BEZPP,307,"3,96",,,2010
1342,Věci veřejné,21,Zahraj Ondřej,,35,VV,BEZPP,411,"3,04",,,2010
1343,Občanská demokratická strana,7,Zach Jaroslav,,52,ODS,ODS,2197,"2,74",3,,2010
1344,Česká str.sociálně demokrat.,35,Zálešák Jiří,,46,ČSSD,ČSSD,2009,"2,34",28,,2010
1345,Věci veřejné,7,Zápotočný Václav,,45,VV,BEZPP,508,"3,76",,,2010
1346,Strana zelených,24,Zatloukal Jan,,21,SZ,BEZPP,180,"2,02",,,2010
1347,Nestraníci,28,Zdanovcová Lenka,,29,Nestran.,BEZPP,331,"2,11",,,2010
1348,Komunistická str.Čech a Moravy,25,Zdeněk Stanislav,,71,KSČM,KSČM,1398,"2,50",21,,2010
1349,Křesť.demokr.unie-Čs.str.lid.,27,Zdvořáková Dagmar,,56,KDU-ČSL,BEZPP,158,"2,03",,,2010
1350,Věci veřejné,35,Zeidlerová Petra Mgr.,Mgr.,31,VV,BEZPP,342,"2,53",,,2010
1351,"Sdružení ALTERNATIVA, NK",32,Zelenka Ladislav Bc.,Bc.,55,ALTER,BEZPP,1335,"2,15",27,,2010
1352,Česká str.sociálně demokrat.,6,Zeman Martin,,53,ČSSD,ČSSD,2315,"2,70",1,,2010
1353,"Sdružení ALTERNATIVA, NK",7,Zemek Karel,,23,NK,BEZPP,1593,"2,56",5,,2010
1354,Doktoři (za uzdravení společ.),37,Ziegler Bedřich,,48,Doktoři,BEZPP,359,"2,11",,,2010
1355,Karlovar.občanská alternativa,29,Zimmer Jiří MUDr.,MUDr.,63,KOA,KOA,2290,"2,33",21,,2010
1356,Strana zelených,15,Zítka Milan,,20,SZ,BEZPP,197,"2,22",,,2010
1357,Strana zelených,6,Zítka Miloslav,,47,SZ,SZ,252,"2,84",,,2010
1358,Strana zelených,10,Zítková Kateřina,,21,SZ,SZ,205,"2,31",,,2010
1359,Doktoři (za uzdravení společ.),23,Žák Jaroslav MUDr.,MUDr.,47,Doktoři,Doktoři,937,"5,52",,,2010
1360,Karlovar.občanská alternativa,3,Žemlička Pavel Ing.,Ing.,47,KOA,KOA,3094,"3,15",6,*,2010
1361,TOP 09,35,Adámková Kristýna Bc.,Bc.,24,TOP 09,BEZPP,395,"2,08",,,2014
1362,"OCJJ, KDU-ČSL, Piráti, SZ",33,Albrechtová Gabriela MUDr.,MUDr.,39,KDU-ČSL,KDU-ČSL,725,"2,38",30,,2014
1363,Karlovar.občanská alternativa,15,Anděl Jan MUDr.,MUDr.,52,KOA,KOA,2722,"3,11",6,,2014
1364,ANO 2011,8,Andrejkiv Pavel Ing. DiS.,Ing.,41,ANO,BEZPP,1981,"3,14",5,*,2014
1365,Občanská demokratická strana,5,Balcar Vlastimil,,62,ODS,ODS,914,"3,45",3,,2014
1366,Karlovar.občanská alternativa,33,Baroch Petr Ing.,Ing.,50,KOA,KOA,1969,"2,25",24,,2014
1367,Karlovar.občanská alternativa,26,Barochová Jitka Mgr.,Mgr.,50,KOA,KOA,2361,"2,70",17,,2014
1368,ANO 2011,3,Bárta Jan Bc.,Bc.,32,ANO,ANO,1999,"3,17",3,*,2014
1369,Karlovar.občanská alternativa,18,Bartošová Věra,,42,KOA,KOA,2457,"2,81",9,,2014
1370,"OCJJ, KDU-ČSL, Piráti, SZ",23,Bártová Gabriela Mgr.,Mgr.,41,OCJJ,BEZPP,795,"2,61",20,,2014
1371,Komunistická str.Čech a Moravy,7,Bartůněk Lukáš,,20,KSČM,BEZPP,1096,"2,96",4,,2014
1372,Komunistická str.Čech a Moravy,1,Bartůňková Věra,,54,KSČM,BEZPP,1303,"3,52",2,*,2014
1373,ALTERNATIVA,17,Bařtipán Jaroslav Mgr.,Mgr.,71,ALTERNATIVA,BEZPP,733,"3,03",15,,2014
1374,Komunistická str.Čech a Moravy,21,Beláňová Květoslava Ing.,Ing.,70,KSČM,KSČM,1016,"2,74",18,,2014
1375,TOP 09,8,Benda Daniel,,43,TOP 09,TOP 09,511,"2,69",,,2014
1376,PRO Svobodné Vary,1,Bernat Lukáš Ing.,Ing.,30,Svobodní,Svobodní,447,"3,74",,,2014
1377,ANO 2011,22,Bernat Rhett Ing.,Ing.,57,ANO,BEZPP,1759,"2,79",16,,2014
1378,"OCJJ, KDU-ČSL, Piráti, SZ",27,Bílá Daniela,,44,Piráti,Piráti,778,"2,56",24,,2014
1379,Občanská demokratická strana,14,Bílský Roman,,34,ODS,ODS,743,"2,80",12,,2014
1380,STAROSTOVÉ A NEZÁVISLÍ,31,Blažek Miroslav,,43,STAN,BEZPP,263,"1,93",,,2014
1381,ANO 2011,30,Body Lukáš,,24,ANO,BEZPP,1655,"2,62",24,,2014
1382,Komunistická str.Čech a Moravy,2,Borka Jaroslav Mgr.,Mgr.,61,KSČM,KSČM,1400,"3,78",1,*,2014
1383,Karlovaráci,8,Bouška Pavel MUDr.,MUDr.,51,KVC,BEZPP,1742,"3,58",2,*,2014
1384,Karlovaráci,26,Bozděch Robert,,40,KVC,KVC,1290,"2,65",21,,2014
1385,Česká str.sociálně demokrat.,27,Brabcová Eliška,,27,ČSSD,ČSSD,1282,"2,71",22,,2014
1386,Občanská demokratická strana,7,Brdlík Jiří MUDr.,MUDr.,57,ODS,ODS,1177,"4,44",2,*,2014
1387,STAROSTOVÉ A NEZÁVISLÍ,3,Brož Jiří Mgr.,Mgr.,45,STAN,BEZPP,434,"3,18",,,2014
1388,ANO 2011,1,Bruštík Čestmír,,48,ANO,ANO,2082,"3,30",1,*,2014
1389,ANO 2011,6,Bružeňák Daniel Ing.,Ing.,42,ANO,ANO,1899,"3,01",1,,2014
1390,ALTERNATIVA,14,Buček Jiří Ing.,Ing.,54,ALTERNATIVA,BEZPP,651,"2,69",12,,2014
1391,"OCJJ, KDU-ČSL, Piráti, SZ",29,Buňát Radek,,42,OCJJ,BEZPP,750,"2,46",26,,2014
1392,Komunistická str.Čech a Moravy,10,Burger Milan,,49,KSČM,BEZPP,1076,"2,91",7,,2014
1393,Občanská demokratická strana,1,Bursík Petr Ing.,Ing.,38,ODS,ODS,1242,"4,69",1,*,2014
1394,"OCJJ, KDU-ČSL, Piráti, SZ",16,Cais Petr Mgr.,Mgr.,42,OCJJ,BEZPP,861,"2,83",13,,2014
1395,Občanská demokratická strana,26,Cimický Vojtěch,,27,ODS,ODS,682,"2,57",24,,2014
1396,ANO 2011,7,Čábelová Vlasta,,65,ANO,BEZPP,1942,"3,08",2,,2014
1397,"OCJJ, KDU-ČSL, Piráti, SZ",5,Čermák Jindřich Mgr.,Mgr.,32,OCJJ,OCJJ,912,"3,00",3,,2014
1398,Česká str.sociálně demokrat.,22,Červeňák Ladislav,,41,ČSSD,ČSSD,1314,"2,78",17,,2014
1399,Komunistická str.Čech a Moravy,19,Čihař Bronislav,,47,KSČM,BEZPP,1031,"2,78",16,,2014
1400,ALTERNATIVA,20,Čub Kamil Ing.,Ing.,28,ALTERNATIVA,BEZPP,643,"2,65",18,,2014
1401,"OCJJ, KDU-ČSL, Piráti, SZ",14,Darivčák Ondřej,,65,OCJJ,BEZPP,841,"2,76",11,,2014
1402,Česká str.sociálně demokrat.,8,Dietz Jiří,,48,ČSSD,ČSSD,1449,"3,07",4,,2014
1403,PRO Svobodné Vary,23,Divišová Ivana,,29,PRO,PRO,319,"2,67",,,2014
1404,STAROSTOVÉ A NEZÁVISLÍ,18,Dlesk Vladimír,,61,STAN,BEZPP,347,"2,54",,,2014
1405,PRO Svobodné Vary,19,Dlohoš Josef,,33,PRO,BEZPP,374,"3,13",,,2014
1406,Občanská demokratická strana,23,Dohnal Petr,,51,ODS,ODS,707,"2,67",21,,2014
1407,Komunistická str.Čech a Moravy,24,Doležalová Danuše,,69,KSČM,KSČM,1012,"2,73",21,,2014
1408,Komunistická str.Čech a Moravy,28,Doležalová Marie,,82,KSČM,KSČM,992,"2,68",25,,2014
1409,Karlovaráci,22,Douba Ondřej,,24,KVC,BEZPP,1290,"2,65",17,,2014
1410,TOP 09,15,Drahokoupil Karel Ing.,Ing.,54,TOP 09,BEZPP,596,"3,13",,,2014
1411,ALTERNATIVA,13,Duda Josef,,50,ALTERNATIVA,BEZPP,656,"2,71",11,,2014
1412,PRO Svobodné Vary,25,Duháček František,,32,PRO,BEZPP,319,"2,67",,,2014
1413,Karlovar.občanská alternativa,17,Dušek Jan Ing.,Ing.,50,KOA,KOA,2454,"2,81",8,,2014
1414,TOP 09,7,Dušek Oldřich,,51,TOP 09,TOP 09,525,"2,76",,,2014
1415,KNS -Za národní Karlovy Vary!,6,Dvořák Adam,,18,DSSS,BEZPP,93,"10,29",,,2014
1416,ALTERNATIVA,21,Dvořák Oldřich,,62,ALTERNATIVA,BEZPP,673,"2,78",19,,2014
1417,Komunistická str.Čech a Moravy,8,Ettlerová Naděžda,,59,KSČM,KSČM,1099,"2,97",5,,2014
1418,Česká str.sociálně demokrat.,4,Fiala Jaroslav Ing. CSc.,Ing.,58,ČSSD,ČSSD,1503,"3,18",3,*,2014
1419,Česká str.sociálně demokrat.,21,Fiala Ludvík Bc.,Bc.,28,ČSSD,ČSSD,1332,"2,82",16,,2014
1420,Česká str.sociálně demokrat.,14,Filipi Martina,,49,ČSSD,ČSSD,1376,"2,91",9,,2014
1421,Komunistická str.Čech a Moravy,5,Finta František,,31,KSČM,KSČM,1103,"2,98",2,,2014
1422,ANO 2011,35,Florian Josef,,61,ANO,BEZPP,1431,"2,27",29,,2014
1423,ANO 2011,13,Fomenko Vladimír MUDr.,MUDr.,63,ANO,BEZPP,1876,"2,97",7,,2014
1424,Karlovaráci,35,Freund Karel,,89,KVC,BEZPP,1085,"2,23",30,,2014
1425,KNS -Za národní Karlovy Vary!,1,Froněk Jiří,,30,DSSS,DSSS,146,"16,16",,,2014
1426,Karlovar.občanská alternativa,14,Frühauf Jiří Mgr.,Mgr.,44,KOA,BEZPP,2563,"2,93",5,,2014
1427,"OCJJ, KDU-ČSL, Piráti, SZ",3,Fujdiar Jaroslav,,40,OCJJ,OCJJ,1158,"3,81",2,*,2014
1428,PRO Svobodné Vary,21,Fusek David Ing.,Ing.,38,Svobodní,BEZPP,310,"2,59",,,2014
1429,STAROSTOVÉ A NEZÁVISLÍ,33,Gabányiová Isabella,,36,STAN,BEZPP,282,"2,07",,,2014
1430,Česká str.sociálně demokrat.,15,Gavenčiak Michal,,34,ČSSD,ČSSD,1361,"2,88",10,,2014
1431,Karlovaráci,27,Grundler Lukáš,,26,KVC,BEZPP,1263,"2,59",22,,2014
1432,PRO Svobodné Vary,2,Grüner Pavel Mgr.,Mgr.,34,Svobodní,Svobodní,509,"4,26",,,2014
1433,ALTERNATIVA,19,Guhová Eva,,64,ALTERNATIVA,BEZPP,673,"2,78",17,,2014
1434,TOP 09,18,Haidlmaier Antonín,,57,TOP 09,TOP 09,523,"2,75",,,2014
1435,"OCJJ, KDU-ČSL, Piráti, SZ",15,Hájek Bohumír,,61,KDU-ČSL,KDU-ČSL,888,"2,92",12,,2014
1436,Komunistická str.Čech a Moravy,27,Hálová Marie,,81,KSČM,KSČM,992,"2,68",24,,2014
1437,ALTERNATIVA,25,Hanek Jiří MgA.,MgA.,33,ALTERNATIVA,BEZPP,612,"2,53",23,,2014
1438,TOP 09,30,Hanzlíková Ivana MUDr.,MUDr.,59,TOP 09,BEZPP,589,"3,10",,,2014
1439,Česká str.sociálně demokrat.,9,Havel Martin JUDr.,JUDr.,48,ČSSD,ČSSD,1492,"3,16",4,*,2014
1440,Karlovaráci,11,Havel Zdeněk,,58,KVC,BEZPP,1478,"3,04",8,,2014
1441,Česká str.sociálně demokrat.,28,Havlíček Josef Mgr.,Mgr.,72,ČSSD,ČSSD,1290,"2,73",23,,2014
1442,"OCJJ, KDU-ČSL, Piráti, SZ",7,Heimerlová Petra Ing.,Ing.,45,OCJJ,OCJJ,877,"2,88",5,,2014
1443,Komunistická str.Čech a Moravy,33,Hejcman Milan,,88,KSČM,KSČM,952,"2,57",30,,2014
1444,ANO 2011,4,Hejnová Iveta,,51,ANO,ANO,2027,"3,21",2,*,2014
1445,PRO Svobodné Vary,10,Herold Daniel,,33,PRO,PRO,350,"2,93",,,2014
1446,KNS -Za národní Karlovy Vary!,5,Herold Michal,,22,DSSS,BEZPP,95,"10,52",,,2014
1447,PRO Svobodné Vary,11,Hladeček Lukáš,,40,Svobodní,Svobodní,344,"2,88",,,2014
1448,Česká str.sociálně demokrat.,20,Hlavanová Jiřina Ing.,Ing.,60,ČSSD,ČSSD,1349,"2,86",15,,2014
1449,Občanská demokratická strana,15,Hlavatý Vladimír,,63,ODS,ODS,766,"2,89",13,,2014
1450,Karlovar.občanská alternativa,34,Hnilička Jiří,,67,KOA,KOA,1856,"2,12",25,,2014
1451,Česká str.sociálně demokrat.,11,Holub Jaroslav Ing.,Ing.,60,ČSSD,ČSSD,1332,"2,82",6,,2014
1452,"OCJJ, KDU-ČSL, Piráti, SZ",1,Homolka Otmar Ing.,Ing.,57,OCJJ,OCJJ,1389,"4,57",1,*,2014
1453,ANO 2011,25,Homolková Alena  DiS.,,27,ANO,BEZPP,1755,"2,78",19,,2014
1454,Česká str.sociálně demokrat.,16,Hoza Jiří,,51,ČSSD,ČSSD,1341,"2,84",11,,2014
1455,ANO 2011,10,Hrdlička Jaroslav,,54,ANO,ANO,1850,"2,93",4,,2014
1456,ANO 2011,24,Hrubý Petr,,48,ANO,BEZPP,1750,"2,77",18,,2014
1457,Česká str.sociálně demokrat.,26,Hubková Růžena,,36,ČSSD,ČSSD,1305,"2,76",21,,2014
1458,Česká str.sociálně demokrat.,6,Hudec František,,36,ČSSD,ČSSD,1384,"2,93",2,,2014
1459,Občanská demokratická strana,27,Hudec Vladimír,,38,ODS,ODS,662,"2,50",25,,2014
1460,"OCJJ, KDU-ČSL, Piráti, SZ",17,Huml Libor,,32,Piráti,BEZPP,937,"3,08",14,,2014
1461,Občanská demokratická strana,11,Hůrka Vladimír Mgr.,Mgr.,55,ODS,ODS,838,"3,16",5,,2014
1462,Karlovaráci,4,Hybner Tomáš Mgr.,Mgr.,42,KVC,BEZPP,1431,"2,94",3,,2014
1463,Česká str.sociálně demokrat.,17,Hytha Marek Ing.,Ing.,28,ČSSD,ČSSD,1342,"2,84",12,,2014
1464,ALTERNATIVA,18,Hytman Jiří,,52,ALTERNATIVA,BEZPP,642,"2,65",16,,2014
1465,ANO 2011,16,Chmelík Aleš,,40,ANO,ANO,1806,"2,86",10,,2014
1466,PRO Svobodné Vary,8,Chodusov Daniel,,27,Svobodní,Svobodní,333,"2,78",,,2014
1467,STAROSTOVÉ A NEZÁVISLÍ,11,Irovský Miroslav Ing.,Ing.,47,STAN,BEZPP,373,"2,73",,,2014
1468,ANO 2011,34,Ivan Karel Ing.,Ing.,54,ANO,BEZPP,1506,"2,39",28,,2014
1469,PRO Svobodné Vary,16,Jakubec Jan,,31,Svobodní,BEZPP,324,"2,71",,,2014
1470,TOP 09,32,Janda Robert MUDr.,MUDr.,49,TOP 09,BEZPP,488,"2,57",,,2014
1471,"OCJJ, KDU-ČSL, Piráti, SZ",12,Jandl Dominik Bc.,Bc.,26,Zelení,Zelení,840,"2,76",9,,2014
1472,STAROSTOVÉ A NEZÁVISLÍ,4,Jandová Jana Bc. DiS.,Bc.,60,STAN,BEZPP,425,"3,12",,,2014
1473,Česká str.sociálně demokrat.,1,Janisch Edmund Ing.,Ing.,71,ČSSD,ČSSD,1582,"3,35",1,*,2014
1474,Karlovar.občanská alternativa,28,Janouš Martin,,43,KOA,KOA,2258,"2,58",19,,2014
1475,STAROSTOVÉ A NEZÁVISLÍ,22,Janoušek Bohumír,,64,STAN,BEZPP,317,"2,32",,,2014
1476,"OCJJ, KDU-ČSL, Piráti, SZ",4,Janů Josef Ing.,Ing.,45,OCJJ,OCJJ,1016,"3,34",1,,2014
1477,ALTERNATIVA,22,Jelínek Adam,,20,ALTERNATIVA,BEZPP,633,"2,61",20,,2014
1478,PRO Svobodné Vary,29,Jiřík Pavel,,41,PRO,PRO,291,"2,43",,,2014
1479,STAROSTOVÉ A NEZÁVISLÍ,19,Jiřík Petr,,36,STAN,BEZPP,333,"2,44",,,2014
1480,Karlovaráci,6,Jiskrová Blanka Mgr.,Mgr.,41,KVC,BEZPP,1512,"3,11",5,,2014
1481,ALTERNATIVA,7,Jungmanová Eva  Dipl. Mgmt.,,35,ALTERNATIVA,BEZPP,740,"3,05",5,,2014
1482,Komunistická str.Čech a Moravy,25,Kalina Jan,,72,KSČM,KSČM,1006,"2,72",22,,2014
1483,Česká str.sociálně demokrat.,18,Kalvoda Mojmír,,53,ČSSD,ČSSD,1335,"2,83",13,,2014
1484,Česká str.sociálně demokrat.,30,Karafiát Jiří,,76,ČSSD,ČSSD,1255,"2,66",25,,2014
1485,Česká str.sociálně demokrat.,23,Karchňák Radek Mgr. & Mgr.,Mgr.,44,ČSSD,ČSSD,1347,"2,85",18,,2014
1486,STAROSTOVÉ A NEZÁVISLÍ,32,Kelebercová Jitka,,39,STAN,BEZPP,266,"1,95",,,2014
1487,Občanská demokratická strana,16,Keprta Jan,,38,ODS,ODS,729,"2,75",14,,2014
1488,STAROSTOVÉ A NEZÁVISLÍ,24,Kindlová Stanislava,,50,STAN,BEZPP,300,"2,20",,,2014
1489,TOP 09,20,Kirch Zdeněk,,48,TOP 09,BEZPP,545,"2,87",,,2014
1490,Karlovaráci,33,Klement David,,41,KVC,KVC,1172,"2,41",28,,2014
1491,ANO 2011,11,Klement Marek,,38,ANO,BEZPP,1855,"2,94",5,,2014
1492,"OCJJ, KDU-ČSL, Piráti, SZ",2,Klíma Jan Ing.,Ing.,50,KDU-ČSL,KDU-ČSL,1031,"3,39",3,*,2014
1493,STAROSTOVÉ A NEZÁVISLÍ,15,Klíma Jiří MUDr.,MUDr.,46,STAN,BEZPP,419,"3,07",,,2014
1494,ALTERNATIVA,8,Klingora Zdeněk Ing.,Ing.,54,ALTERNATIVA,BEZPP,758,"3,13",6,,2014
1495,"OCJJ, KDU-ČSL, Piráti, SZ",13,Kloz Stanislav MUDr.,MUDr.,70,KDU-ČSL,BEZPP,939,"3,09",10,,2014
1496,Karlovar.občanská alternativa,5,Klsák Jiří Mgr.,Mgr.,60,KOA,KOA,3183,"3,64",2,*,2014
1497,Karlovar.občanská alternativa,21,Knára Jan MUDr.,MUDr.,73,KOA,KOA,2453,"2,81",12,,2014
1498,PRO Svobodné Vary,9,Kolář Václav Ing.,Ing.,40,Svobodní,BEZPP,358,"2,99",,,2014
1499,Občanská demokratická strana,33,Kolkus Lukáš,,38,ODS,ODS,607,"2,29",31,,2014
1500,ANO 2011,21,Kompánková Petra,,37,ANO,BEZPP,1786,"2,83",15,,2014
1501,Karlovar.občanská alternativa,24,Končel Petr,,43,KOA,BEZPP,2502,"2,86",15,,2014
1502,STAROSTOVÉ A NEZÁVISLÍ,17,Kopecká Jana Ing.,Ing.,38,STAN,BEZPP,373,"2,73",,,2014
1503,Karlovaráci,7,Kopfstein Josef,,67,KVC,BEZPP,1490,"3,06",6,,2014
1504,Komunistická str.Čech a Moravy,35,Korbel František,,89,KSČM,KSČM,887,"2,39",32,,2014
1505,ALTERNATIVA,30,Koryčánek Robert,,34,ALTERNATIVA,BEZPP,633,"2,61",28,,2014
1506,ALTERNATIVA,11,Kořistková Zuzana  MA,,65,ALTERNATIVA,BEZPP,629,"2,60",9,,2014
1507,ALTERNATIVA,33,Kotek Jan Gabin,,30,ALTERNATIVA,BEZPP,558,"2,30",31,,2014
1508,ALTERNATIVA,1,Kotek Jiří Ing.,Ing.,56,ALTERNATIVA,ALTERNATIVA,1376,"5,68",1,*,2014
1509,Občanská demokratická strana,18,Kouba Lubomír,,63,ODS,ODS,695,"2,62",16,,2014
1510,TOP 09,26,Koubek Pavel Bc.,Bc.,37,TOP 09,BEZPP,460,"2,42",,,2014
1511,Občanská demokratická strana,22,Koubová Vasilie,,57,ODS,ODS,694,"2,62",20,,2014
1512,KNS -Za národní Karlovy Vary!,4,Kovářík Marek,,22,DSSS,BEZPP,95,"10,52",,,2014
1513,ALTERNATIVA,3,Kozáková Renata JUDr.,JUDr.,52,ALTERNATIVA,BEZPP,861,"3,56",2,*,2014
1514,Komunistická str.Čech a Moravy,20,Kožešník Milan,,51,KSČM,KSČM,1033,"2,79",17,,2014
1515,TOP 09,14,Král Pavel Ing.,Ing.,54,TOP 09,TOP 09,518,"2,72",,,2014
1516,Karlovar.občanská alternativa,12,Král Vladimír,,81,KOA,KOA,2522,"2,89",3,,2014
1517,ANO 2011,32,Kratochvíl Petr,,44,ANO,BEZPP,1568,"2,48",26,,2014
1518,STAROSTOVÉ A NEZÁVISLÍ,20,Krejník Josef,,77,STAN,BEZPP,304,"2,23",,,2014
1519,ANO 2011,23,Křížková Věra,,40,ANO,BEZPP,1773,"2,81",17,,2014
1520,ANO 2011,31,Kubricht Jaroslav,,49,ANO,BEZPP,1655,"2,62",25,,2014
1521,Komunistická str.Čech a Moravy,13,Kucián František,,70,KSČM,BEZPP,1034,"2,79",10,,2014
1522,Komunistická str.Čech a Moravy,31,Kučera Ladislav,,85,KSČM,KSČM,972,"2,62",28,,2014
1523,Občanská demokratická strana,31,Kučera Michael Mgr.,Mgr.,37,ODS,ODS,624,"2,35",29,,2014
1524,PRO Svobodné Vary,14,Kučerová Ivana,,61,Svobodní,BEZPP,335,"2,80",,,2014
1525,Komunistická str.Čech a Moravy,18,Kukačka Václav,,32,KSČM,BEZPP,1030,"2,78",15,,2014
1526,Karlovar.občanská alternativa,1,Kulhánek Petr Ing.,Ing.,43,KOA,KOA,3547,"4,06",1,*,2014
1527,Karlovar.občanská alternativa,29,Kulhánková Jitka Mgr.,Mgr.,72,KOA,KOA,2285,"2,61",20,,2014
1528,TOP 09,11,Kunešová Sylvie  DiS.,,40,TOP 09,TOP 09,556,"2,92",,,2014
1529,ANO 2011,2,Kvasnička Vladimír,,58,ANO,BEZPP,1989,"3,15",4,*,2014
1530,ANO 2011,19,Kvasničková Radka Bc.,Bc.,38,ANO,BEZPP,1822,"2,89",13,,2014
1531,PRO Svobodné Vary,22,Kylián František,,37,Svobodní,BEZPP,309,"2,58",,,2014
1532,PRO Svobodné Vary,33,Lamač Petr,,36,Svobodní,BEZPP,289,"2,42",,,2014
1533,ALTERNATIVA,34,Laurenčíková Eva,,36,ALTERNATIVA,BEZPP,560,"2,31",32,,2014
1534,"OCJJ, KDU-ČSL, Piráti, SZ",9,Lavrivský Vadim,,33,Zelení,Zelení,871,"2,86",7,,2014
1535,Karlovar.občanská alternativa,7,Ledl Vladimír,,68,KOA,KOA,2611,"2,99",7,*,2014
1536,Karlovar.občanská alternativa,2,Lepík Vlastimil,,64,KOA,KOA,3005,"3,44",3,*,2014
1537,Občanská demokratická strana,6,Linhart Viktor Mgr.,Mgr.,37,ODS,ODS,842,"3,18",4,,2014
1538,Karlovar.občanská alternativa,25,Líska Ivan MUDr.,MUDr.,62,KOA,KOA,2474,"2,83",16,,2014
1539,ANO 2011,33,Lokaj Patrik,,21,ANO,BEZPP,1538,"2,44",27,,2014
1540,Karlovaráci,9,Lokvencová Iva,,45,KVC,KVC,1454,"2,99",7,,2014
1541,TOP 09,33,Lucovič Radek,,44,TOP 09,BEZPP,422,"2,22",,,2014
